USE_LICENSE_URL,GUID,MEDIA,SCIENTIFIC_NAME,ID_DATE,ID_HISTORY,CITATIONS,IDENTIFIED_BY,OTHERCATALOGNUMBERS,RELATEDCATALOGEDITEMS,COLLECTORS,PREPARATORS,VERBATIM_COORDINATES,SPECIMEN_EVENT_TYPE,EVENT_ASSIGNED_BY_AGENT,EVENT_ASSIGNED_DATE,SPECIMEN_EVENT_REMARK,LOCALITY_NAME,GEOREFERENCE_SOURCE,GEOREFERENCE_PROTOCOL,COORDINATEUNCERTAINTYINMETERS,DATUM,COUNTRY,STATE_PROV,FEATURE,COUNTY,ASSOCIATED_SPECIES,ORIG_ELEV_UNITS,SPEC_LOCALITY,VERBATIM_LOCALITY,COLLECTING_METHOD,VERBATIM_DATE,BEGAN_DATE,ENDED_DATE,PARTS,PARTDETAIL,DEC_LAT,DEC_LONG,COLLECTING_EVENT_ID,YEAR_COLLECTED,RELATEDSPECIMENID,NATURE_OF_ID,ENTERED_BY,COLL_EVENT_REMARKS,DAY_COLLECTED,ACCN_NUMBER,FORMATTED_SCIENTIFIC_NAME,LOCALITY_REMARKS,MAKER,SPECIMENEVENTDETERMINER,MONTH_COLLECTED,REMARK,ELEV_IN_M,INDIVIDUALCOUNT,COLLECTING_SOURCE,MADE_DATE,VERIFICATIONSTATUS,IDENTIFICATION_REMARKS
"http://creativecommons.org/publicdomain/zero/1.0/","DMNS:Mamm:14315","[]","Lepus townsendii","2013-06-01","<i>Lepus townsendii</i> (accepted ID) identified by Jeffrey T. Stephenson on 2013-06-01; method: features Remark: Former nature_of_id: expert.","voucher of <a href=""http://arctos.database.museum/name/Lepus townsendii"">Lepus townsendii</a> in <a href=""http://arctos.database.museum/publication/10009110"">Brown et al. 2019</a>","Jeffrey T. Stephenson","DZTM: Denver Zoology Tissue Mammal=2947","","USDA Wildlife Services","Jim I. Gilman","","collection","Elaine Perry","2014-09-03","","","GeoLocate","GeoLocate","5700","World Geodetic System 1984","United States","Colorado","","Denver County","","m","Denver, Denver International Airport","Denver, Denver International Airport","","2013 June","2013-06-01","2013-06-30","skeleton, partial; muscle (frozen); liver (frozen); skin, study; kidney (frozen); heart (frozen); liver (frozen) sample","[{""ID"":""23784557"",""SF"":"""",""PN"":""heart (frozen)"",""LC"":""1"",""DP"":""in collection"",""CD"":""good"",""BC"":"""",""CP"":"""",""RK"":"""",""PA"":[]},{""ID"":""23784556"",""SF"":"""",""PN"":""kidney (frozen)"",""LC"":""1"",""DP"":""in collection"",""CD"":""good"",""BC"":"""",""CP"":"""",""RK"":"""",""PA"":[]},{""ID"":""23784554"",""SF"":"""",""PN"":""liver (frozen)"",""LC"":""1"",""DP"":""in collection"",""CD"":""good"",""BC"":"""",""CP"":"""",""RK"":"""",""PA"":[]},{""ID"":""27136495"",""SF"":""23784554"",""PN"":""liver (frozen)"",""LC"":""1"",""DP"":""subsampled"",""CD"":""good"",""BC"":"""",""CP"":"""",""RK"":"""",""PA"":[]},{""ID"":""23784553"",""SF"":"""",""PN"":""muscle (frozen)"",""LC"":""1"",""DP"":""in collection"",""CD"":""good"",""BC"":"""",""CP"":"""",""RK"":"""",""PA"":[]},{""ID"":""23784552"",""SF"":"""",""PN"":""skeleton, partial"",""LC"":""1"",""DP"":""in collection"",""CD"":""good"",""BC"":"""",""CP"":"""",""RK"":""rear skeleton only"",""PA"":[]},{""ID"":""23784555"",""SF"":"""",""PN"":""skin, study"",""LC"":""1"",""DP"":""in collection"",""CD"":""good"",""BC"":"""",""CP"":"""",""RK"":"""",""PA"":[]}]","39.85833","-104.66694","10829984","2013","","features","Encumbered","","","2013-132","<i>Lepus townsendii</i>","","","Elaine Perry on 2014-09-03","06","Partial carcass.","1600-1650","1","wild caught","2013-06-01","unverified","Former nature_of_id: expert."
"http://creativecommons.org/licenses/by/3.0/","UCM:Mamm:7903","[]","Lepus townsendii townsendii","1907","<i>Lepus townsendii townsendii</i> (accepted ID) identified by unknown on 1907; method: unknown Remark: Former nature_of_id: legacy.","","unknown","original identifier=ERW 2240","","unknown","","","collection","Todd Fielder","1907-05-30","","","","","","","United States","Colorado","","Routt County","","ft","Wright's Ranch, near Yampa, 7700'","Colorado, Routt county, Wright's Ranch, near Yampa, 7700'","","30 May 1907","1907-05-30","1907-05-30","skull; skin, study","not available","","","10887233","1907","","unknown","Encumbered","","30","Legacy-21","<i>Lepus townsendii townsendii</i>","LatLongRemarks: there are several Wright's in this vicinity, or one large ranch, so I used Yampa because there are listings for Wright's all around Yamp and increased CV 6 to include the other listings; TRS Data: 2N, 85W, 10; Confidence Value: 6; UTM Zone: 13; Confidence Value: 6; UTM cannot be converted by bulkloader; data follow: DATUM: unknown; GEOREFERENCE_SOURCE: MaNIS georeferencing guidelines; GEOREFERENCE_PROTOCOL: not recorded; UTM_ZONE: ; UTM_EW: 337482; UTM_NS: 4446218","","Todd Fielder on 1907-05-30","05","","2346.96-2346.96","1","wild caught","1907","unverified","Former nature_of_id: legacy."
"","WNMU:Mamm:5628","[]","Lepus townsendii","2007-03-01","<i>Lepus townsendii</i> (accepted ID) identified by unknown on 2007-03-01; method: unknown Remark: Former nature_of_id: legacy.","","unknown","original identifier=BJH 9131","","Bruce J. Hayward","","","collection","unknown","2012-07-08","","","","","","","United States","North Dakota","","Grand Forks County","","","12 MI W GRAND FORKS, OAKVILLE PRAIRIE","12 MI W GRAND FORKS, OAKVILLE PRAIRIE","","09-Jul-1990","1990-07-09","1990-07-09","skin; skull","[{""ID"":""2603285"",""SF"":"""",""PN"":""skin"",""LC"":""1"",""DP"":""in collection"",""CD"":""unchecked"",""BC"":"""",""CP"":"""",""RK"":"""",""PA"":[]},{""ID"":""2603286"",""SF"":"""",""PN"":""skull"",""LC"":""1"",""DP"":""in collection"",""CD"":""unchecked"",""BC"":"""",""CP"":"""",""RK"":"""",""PA"":[]}]","","","1518061","1990","","unknown","Encumbered","","09","2007.001.Mamm","<i>Lepus townsendii</i>","","","unknown on 2012-07-08","07","D.O.R.","","1","wild caught","2007-03-01","unverified","Former nature_of_id: legacy."
"http://creativecommons.org/publicdomain/zero/1.0/","DMNS:Mamm:11073","[]","Lepus townsendii campanius","2007-07-19","<i>Lepus townsendii campanius</i> (accepted ID) identified by John R. Demboski on 2007-07-19; method: features Remark: Former nature_of_id: expert.","voucher of <a href=""http://arctos.database.museum/name/Lepus townsendii campanius"">Lepus townsendii campanius</a> in <a href=""http://arctos.database.museum/publication/10009110"">Brown et al. 2019</a>","John R. Demboski","DZTM: Denver Zoology Tissue Mammal=100; secondary identifier=XM.2409","","Sheila M. Cox","John R. Demboski","38.7952/-106.4887","collection","John R. Demboski","2007-07-19","Former verification status: verified by curator.","","Google Earth","not recorded","500","World Geodetic System 1984","United States","Colorado","","Gunnison County","","m","Sawatch Range, 6 miles north of Tincup on FR765","6 mi N of Tincup on FR765, Elev. 9800 ft.","salvage, road kill on dirt road, 2:30 PM","5 July 2007","2007-07-05","2007-07-05","skull; vertebra, cervical; kidney (frozen); muscle (frozen); muscle (frozen) sample","[{""ID"":""21710001"",""SF"":"""",""PN"":""kidney (frozen)"",""LC"":""1"",""DP"":""in collection"",""CD"":""good"",""BC"":"""",""CP"":"""",""RK"":""M3-9"",""PA"":[]},{""ID"":""21710002"",""SF"":"""",""PN"":""muscle (frozen)"",""LC"":""1"",""DP"":""in collection"",""CD"":""good"",""BC"":"""",""CP"":"""",""RK"":""M3-10"",""PA"":[]},{""ID"":""27136494"",""SF"":""21710002"",""PN"":""muscle (frozen)"",""LC"":""1"",""DP"":""subsampled"",""CD"":""good"",""BC"":"""",""CP"":"""",""RK"":"""",""PA"":[]},{""ID"":""21710000"",""SF"":"""",""PN"":""skull"",""LC"":""1"",""DP"":""in collection"",""CD"":""good"",""BC"":"""",""CP"":"""",""RK"":""the left zygomatic is broken, the right ascending ramus is broken into 7 pieces"",""PA"":[]},{""ID"":""22468187"",""SF"":"""",""PN"":""vertebra, cervical"",""LC"":""2"",""DP"":""in collection"",""CD"":""very good"",""BC"":"""",""CP"":"""",""RK"":""the atlas (C1) and the axis (C2) still articulated"",""PA"":[]}]","38.7952","-106.4887","10358810","2007","","features","Encumbered","","05","2007-62","<i>Lepus townsendii campanius</i>","","","John R. Demboski on 2007-07-19","07","","2980-3000","1","wild caught","2007-07-19","verified and locked","Former nature_of_id: expert."
"http://creativecommons.org/publicdomain/zero/1.0/","UMZM:Mamm:5186","[]","Lepus townsendii","2018-08-27","<i>Lepus townsendii</i> (accepted ID) identified by unknown on 2018-08-27; method: unknown Remark: Former nature_of_id: legacy.","","unknown","","","unknown","","","collection","unknown","2018-08-27","ESTABLISHMENTMEANS: native","","","","","","United States","Minnesota","","Pipestone County","","","Ruthton","North America | United States | Minnesota | Pipestone | Minnesota; Pipestone Co.; Ruthton","unknown","late December 1957","1957-12-15","1957-12-31","skin","[{""ID"":""28069774"",""SF"":"""",""PN"":""skin"",""LC"":""1"",""DP"":""in collection"",""CD"":""unchecked"",""BC"":"""",""CP"":"""",""RK"":"""",""PA"":[]}]","","","11228074","1957","","unknown","Encumbered","","","0000","<i>Lepus townsendii</i>","","","unknown on 2018-08-27","12","; DATE_OF_PREPARATION: 12/31/1957","","1","unknown","2018-08-27","unverified","Former nature_of_id: legacy."
"http://creativecommons.org/licenses/by/3.0/","UTEP:ES:22-2366","[{""MI"":""10576764"",""MT"":""image/png"",""PU"":""https://web.corral.tacc.utexas.edu/arctos-s3/jegelewicz/2018-04-21/tn/tn_AnimalFairGrid.jpg"",""MU"":""https://web.corral.tacc.utexas.edu/arctos-s3/jegelewicz/2018-04-21/AnimalFairGrid.png"",""MC"":""image""}]","Lepus townsendii","1988-05-16","<i>Lepus townsendii</i> (accepted ID) identified by Arthur H. Harris on 1988-05-16; method: features Remark: Former nature_of_id: expert.","","Arthur H. Harris","","","University of Texas - El Paso","","","collection","University of Texas - El Paso","1971-12-31","","UTEP:ES:Site 22","collector","not recorded","1000","World Geodetic System 1984","United States","New Mexico","","Eddy County","","m","Dry Cave, Animal Fair","USA, New Mexico, Eddy, Animal Fair, Dry Cave, Pecos River drainage, 32.3723 Lat, -104.4815 Lon, SEC 22 R24E T22S, Elev. 1280 M, Strat: D7 L7","","1971--","1971-01-01","1971-12-31","tooth, molar; tooth, premolar","[{""ID"":""26483339"",""SF"":"""",""PN"":""tooth, molar"",""LC"":""1"",""DP"":""in collection"",""CD"":""good"",""BC"":"""",""CP"":"""",""RK"":""left M/1"",""PA"":[]},{""ID"":""26483338"",""SF"":"""",""PN"":""tooth, premolar"",""LC"":""1"",""DP"":""in collection"",""CD"":""good"",""BC"":"""",""CP"":"""",""RK"":""right P/4"",""PA"":[]}]","32.3723","-104.4815","11030126","1971","","features","Encumbered","Collector Listed as UTEP68","","1971.007","<i>Lepus townsendii</i>","Pecos River drainage, SEC 22 R24E T22S","","University of Texas - El Paso on 1971-12-31","","Specimen Age Estimate - minimum date: 15030","1280-1280","1","","1988-05-16","unverified","Former nature_of_id: expert."
"http://creativecommons.org/publicdomain/zero/1.0/","DMNS:Mamm:1177","[]","Lepus townsendii campanius","1914-01-11","<i>Lepus townsendii campanius</i> (accepted ID) identified by Jesse D. Figgins on 1914-01-11; method: features Remark: Former nature_of_id: field.","voucher of <a href=""http://arctos.database.museum/name/Lepus townsendii campanius"">Lepus townsendii campanius</a> in <a href=""http://arctos.database.museum/publication/10009110"">Brown et al. 2019</a>","Jesse D. Figgins","","","Jesse D. Figgins","","39.615/-104.04389","collection","John R. Demboski","2011-12-30","Former verification status: verified by curator.","","GeoLocate","GeoLocate","5000","World Geodetic System 1984","United States","Colorado","","Arapahoe County","","","Deer Trail","Deer Trail, Colo.","","11 January 1914","1914-01-11","1914-01-11","skull; skin, study","[{""ID"":""21867430"",""SF"":"""",""PN"":""skin, study"",""LC"":""1"",""DP"":""transfer of custody"",""CD"":""unknown"",""BC"":"""",""CP"":"""",""RK"":"""",""PA"":[]},{""ID"":""21867431"",""SF"":"""",""PN"":""skull"",""LC"":""1"",""DP"":""transfer of custody"",""CD"":""unknown"",""BC"":"""",""CP"":"""",""RK"":"""",""PA"":[]}]","39.615","-104.04389","10460284","1914","","features","Encumbered","","11","1111","<i>Lepus townsendii campanius</i>","","","John R. Demboski on 2011-12-30","01","","","1","wild caught","1914-01-11","verified and locked","Former nature_of_id: field."
"http://creativecommons.org/licenses/by/3.0/","UTEP:ES:75-18","[]","Lepus townsendii","1987-08-12","<i>Lepus townsendii</i> (accepted ID) identified by Arthur H. Harris on 1987-08-12; method: features Remark: Former nature_of_id: expert.","","Arthur H. Harris","collector number=5141","","Arthur H. Harris","","","collection","Arthur H. Harris","1975-06-12","","UTEP:ES:Site 75","collector","not recorded","1000","World Geodetic System 1984","United States","New Mexico","","Eddy County","","m","Dark Canyon Cave","USA, New Mexico, Eddy, Dark Canyon Cave, Pecos River drainage, 32.287553 Lat, -104.354254 Lon, 24 NW1/4 SW1/4 R25E T23S, Elev. 1067 M, Strat: Pot hunters' spoil","","1975-06-12","1975-06-12","1975-06-12","dentary","[{""ID"":""26533426"",""SF"":"""",""PN"":""dentary"",""LC"":""1"",""DP"":""in collection"",""CD"":""good"",""BC"":"""",""CP"":"""",""RK"":""dentary P/3-M/2 right"",""PA"":[]}]","32.287553","-104.354254","11040114","1975","","features","Encumbered","","12","1975.002","<i>Lepus townsendii</i>","Pecos River drainage, 24 NW1/4 SW1/4 R25E T23S, Specimen Age Estimate - minimum date: 10730","","Arthur H. Harris on 1975-06-12","06","","1067-1067","1","","1987-08-12","unverified","Former nature_of_id: expert."
"http://arctosdb.org/home/data/","MSB:Mamm:11886","[]","Lepus townsendii","2005-02-15","<i>Lepus townsendii</i> (accepted ID) identified by unknown on 2005-02-15; method: unknown Remark: Former nature_of_id: legacy.","","unknown","preparator number=1981","","James S. Findley","","42.9319/-96.9044","collection","Elizabeth Campbell","2003-05-03","","","USGS Map","not recorded","3032.004096","North American Datum 1927","United States","South Dakota","","Clay County","","","1.5 MI S HUB CITY","1.5 MI S HUB CITY","","07-Dec-1954","1954-12-07","1954-12-07","skin; skull","[{""ID"":""1793265"",""SF"":"""",""PN"":""skin"",""LC"":""1"",""DP"":""unchecked"",""CD"":""unchecked"",""BC"":"""",""CP"":"""",""RK"":"""",""PA"":[]},{""ID"":""1793264"",""SF"":"""",""PN"":""skull"",""LC"":""1"",""DP"":""unchecked"",""CD"":""unchecked"",""BC"":"""",""CP"":"""",""RK"":"""",""PA"":[]}]","42.9319","-96.9044","1420686","1954","","unknown","Encumbered","","07","0000.000.Mamm","<i>Lepus townsendii</i>","","","Elizabeth Campbell on 2003-05-03","12","","","1","wild caught","2005-02-15","unverified","Former nature_of_id: legacy."
"","UNR:Mamm:3550","[]","Lepus townsendii","1941-12-03","<i>Lepus townsendii</i> (accepted ID) identified by Ward Olsen on 1941-12-03; method: features Remark: Former nature_of_id: field.","","Ward Olsen","USU: Utah State University=1037","","Ward Olsen","","","collection","Halie Goeman","2018-05-10","","","","","","","United States","Utah","","Sanpete County","","","Ephriam","Utah: Sanpete County: Ephriam","","1941-12-03","1941-12-03","1941-12-03","skin, study","[{""ID"":""27923612"",""SF"":"""",""PN"":""skin, study"",""LC"":""1"",""DP"":""in collection"",""CD"":""good"",""BC"":"""",""CP"":"""",""RK"":"""",""PA"":[]}]","","","11192381","1941","","features","Encumbered","","03","UNR-legacy","<i>Lepus townsendii</i>","","","Halie Goeman on 2018-05-10","12","Utah State Agricultural College Zoology-Entomology Museum","","1","wild caught","1941-12-03","unverified","Former nature_of_id: field."
"http://creativecommons.org/publicdomain/zero/1.0/","UMNH:Mamm:23782","[]","Lepus townsendii townsendii","2016-10-24","<i>Lepus townsendii townsendii</i> (accepted ID) identified by unknown on 2016-10-24; method: unknown Remark: Former nature_of_id: legacy.","","unknown","collector number=GDB 434","","George D. Bear","","37.9261266/-106.3385789","collection","unknown","2016-10-24","OCCURRENCEREMARKS: wild caught; ESTABLISHMENTMEANS: native","","not recorded","not recorded","2000","North American Datum 1927","United States","Colorado","","Saguache County","","m","Cochetopa Park, 26 mi SE Gunnison","United States | Colorado | Saguache","","8/22/1960","1960-08-22","1960-08-22","skin; skin sample","[{""ID"":""26330884"",""SF"":"""",""PN"":""skin"",""LC"":""1"",""DP"":""in collection"",""CD"":""unchecked"",""BC"":"""",""CP"":"""",""RK"":"""",""PA"":[]},{""ID"":""27160191"",""SF"":""26330884"",""PN"":""skin"",""LC"":""1"",""DP"":""used up"",""CD"":""unchecked"",""BC"":"""",""CP"":"""",""RK"":"""",""PA"":[]}]","37.9261266","-106.3385789","11009630","1960","","unknown","Encumbered","","22","0000","<i>Lepus townsendii townsendii</i>","VERBATIMELEVATION: 9500","","unknown on 2016-10-24","08","","2895.6-2895.6","1","","2016-10-24","unverified","Former nature_of_id: legacy."
"http://creativecommons.org/publicdomain/zero/1.0/","DMNS:Mamm:1776","[]","Lepus townsendii campanius","1916-02-26","<i>Lepus townsendii campanius</i> (accepted ID) identified by H. H. Sheldon on 1916-02-26; method: features Remark: Former nature_of_id: field.","voucher of <a href=""http://arctos.database.museum/name/Lepus townsendii campanius"">Lepus townsendii campanius</a> in <a href=""http://arctos.database.museum/publication/10008227"">Mills et al. 2018</a>; voucher of <a href=""http://arctos.database.museum/name/Lepus townsendii campanius"">Lepus townsendii campanius</a> in <a href=""http://arctos.database.museum/publication/10009110"">Brown et al. 2019</a>","H. H. Sheldon","collector number=HHS1986","","H. H. Sheldon","","37.82608/-105.97291","collection","John R. Demboski","2012-04-03","Former verification status: verified by curator.","","GeoLocate","GeoLocate","1000","World Geodetic System 1984","United States","Colorado","","Saguache County","","","Five miles northwest of Hooper","Hooper, Colo. 5 mi. N.W.","","26 February 1916","1916-02-26","1916-02-26","skull; skin, study; skin, study sample; skin, study sample","[{""ID"":""21870026"",""SF"":"""",""PN"":""skin, study"",""LC"":""1"",""DP"":""in collection"",""CD"":""very good"",""BC"":"""",""CP"":"""",""RK"":"""",""PA"":[]},{""ID"":""27136623"",""SF"":""21870026"",""PN"":""skin, study"",""LC"":""1"",""DP"":""subsampled"",""CD"":""very good"",""BC"":"""",""CP"":"""",""RK"":"""",""PA"":[]},{""ID"":""29008259"",""SF"":""21870026"",""PN"":""skin, study"",""LC"":""1"",""DP"":""on loan"",""CD"":""very good"",""BC"":"""",""CP"":"""",""RK"":"""",""PA"":[]},{""ID"":""21870027"",""SF"":"""",""PN"":""skull"",""LC"":""1"",""DP"":""in collection"",""CD"":""very good"",""BC"":"""",""CP"":"""",""RK"":"""",""PA"":[]}]","37.82608","-105.97291","10359259","1916","","features","Encumbered","","26","1111","<i>Lepus townsendii campanius</i>","","","John R. Demboski on 2012-04-03","02","","","1","wild caught","1916-02-26","verified and locked","Former nature_of_id: field."
"http://creativecommons.org/licenses/by/3.0/","UCM:Mamm:7918","[]","Lepus townsendii townsendii","1933","<i>Lepus townsendii townsendii</i> (accepted ID) identified by J. W. Frey on 1933; method: unknown Remark: Former nature_of_id: legacy.","voucher of <a href=""http://arctos.database.museum/name/Lepus townsendii townsendii"">Lepus townsendii townsendii</a> in <a href=""http://arctos.database.museum/publication/10008227"">Mills et al. 2018</a>","J. W. Frey","original identifier=ERW 4297","","J. W. Frey","","","collection","Todd Fielder","1933-02-12","","","","","","","United States","Colorado","","Montrose County","","ft","Maher, 7000'","Colorado, Montrose county, Maher, 7000'","","12 February 1933","1933-02-12","1933-02-12","skull; skin, study","not available","","","10885582","1933","","unknown","Encumbered","","12","Legacy-21","<i>Lepus townsendii townsendii</i>","LatLongRemarks: Maher UTM. TFOk RA.; TRS Data: 51N, 6W, 31; Confidence Value: 4; UTM Zone: 13; Confidence Value: 4; UTM cannot be converted by bulkloader; data follow: DATUM: unknown; GEOREFERENCE_SOURCE: MaNIS georeferencing guidelines; GEOREFERENCE_PROTOCOL: not recorded; UTM_ZONE: ; UTM_EW: 275095; UTM_NS: 4280344","","Todd Fielder on 1933-02-12","02","","2133.6-2133.6","1","wild caught","1933","unverified","Former nature_of_id: legacy."
"http://creativecommons.org/publicdomain/zero/1.0/","UMZM:Mamm:3934","[]","Lepus townsendii","2018-08-27","<i>Lepus townsendii</i> (accepted ID) identified by unknown on 2018-08-27; method: unknown Remark: Former nature_of_id: legacy.","","unknown","","","unknown","","","collection","unknown","2018-08-27","ESTABLISHMENTMEANS: native","","","","","","United States","Montana","","Beaverhead County","","","Bannack","North America | United States | Montana | Beaverhead | Montana; Beaverhead Co.; Bannack","unknown","15-May-54","1954-05-15","1954-05-15","skull","[{""ID"":""28058072"",""SF"":"""",""PN"":""skull"",""LC"":""1"",""DP"":""in collection"",""CD"":""unchecked"",""BC"":"""",""CP"":"""",""RK"":"""",""PA"":[]}]","","","11225223","1954","","unknown","Encumbered","","15","0000","<i>Lepus townsendii</i>","","","unknown on 2018-08-27","05","; DATE_OF_PREPARATION: 5/15/1954","","1","unknown","2018-08-27","unverified","Former nature_of_id: legacy."
"http://creativecommons.org/licenses/by/3.0/","UCM:Mamm:4102","[]","Lepus townsendii campanius","1941","<i>Lepus townsendii campanius</i> (accepted ID) identified by R. Pillmore on 1941; method: unknown Remark: Former nature_of_id: legacy.","","R. Pillmore","UCM Public Education and Exhibition Collection=PEE-817","","R. Pillmore","D. J. Magoon","","collection","R. Pillmore","1941-11-20","","","","","","","United States","Colorado","","Boulder County","","","no specific locality recorded","Colorado, Boulder county","","20 November 1941","1941-11-20","1941-11-20","skin, mounted","not available","","","10883819","1941","","unknown","Encumbered","","20","0","<i>Lepus townsendii campanius</i>","","","R. Pillmore on 1941-11-20","11","On display in Bio Hall until 19 August 2008","","1","wild caught","1941","unverified","Former nature_of_id: legacy."
"http://creativecommons.org/licenses/by/3.0/","UTEP:ES:22-748","[{""MI"":""10576764"",""MT"":""image/png"",""PU"":""https://web.corral.tacc.utexas.edu/arctos-s3/jegelewicz/2018-04-21/tn/tn_AnimalFairGrid.jpg"",""MU"":""https://web.corral.tacc.utexas.edu/arctos-s3/jegelewicz/2018-04-21/AnimalFairGrid.png"",""MC"":""image""}]","Lepus townsendii","1987-08-12","<i>Lepus townsendii</i> (accepted ID) identified by Arthur H. Harris on 1987-08-12; method: features Remark: Former nature_of_id: expert.","","Arthur H. Harris","collector number=543","","Richard A. Smartt","","","collection","Richard A. Smartt","1971-06-13","","UTEP:ES:Site 22","collector","not recorded","1000","World Geodetic System 1984","United States","New Mexico","","Eddy County","","m","Dry Cave, Animal Fair","USA, New Mexico, Eddy, Animal Fair, Dry Cave, Pecos River drainage, 32.3723 Lat, -104.4815 Lon, SEC 22 R24E T22S, Elev. 1280 M, Strat: Charlies Parlor","","1971-06-13","1971-06-13","1971-06-13","dentary; tooth, molar; tooth, premolar","[{""ID"":""26480963"",""SF"":"""",""PN"":""dentary"",""LC"":""1"",""DP"":""in collection"",""CD"":""good"",""BC"":"""",""CP"":"""",""RK"":""right dentary p/3 p/4 m/1 m/2"",""PA"":[]},{""ID"":""26480966"",""SF"":"""",""PN"":""tooth, molar"",""LC"":""2"",""DP"":""in collection"",""CD"":""good"",""BC"":"""",""CP"":"""",""RK"":""right m/1 m/2"",""PA"":[]},{""ID"":""26480964"",""SF"":"""",""PN"":""tooth, premolar"",""LC"":""2"",""DP"":""in collection"",""CD"":""good"",""BC"":"""",""CP"":"""",""RK"":""right p/3 p/4"",""PA"":[]}]","32.3723","-104.4815","11030115","1971","","features","Encumbered","","13","1971.004","<i>Lepus townsendii</i>","Pecos River drainage, SEC 22 R24E T22S","","Richard A. Smartt on 1971-06-13","06","Specimen Age Estimate - minimum date: 15030","1280-1280","1","","1987-08-12","unverified","Former nature_of_id: expert."
"http://creativecommons.org/publicdomain/zero/1.0/","UMNH:Mamm:16297","[]","Lepus townsendii townsendii","2016-10-24","<i>Lepus townsendii townsendii</i> (accepted ID) identified by unknown on 2016-10-24; method: unknown Remark: Former nature_of_id: legacy.","","unknown","collector number=GGM 1180","","Guy G. Musser","","38.38611/-112.33722","collection","unknown","2016-10-24","OCCURRENCEREMARKS: wild caught; ESTABLISHMENTMEANS: native","","not recorded","not recorded","1611","North American Datum 1927","United States","Utah","","Piute County","","m","base of Mt. Brigham, east slope of Tushar Mountains","United States | Utah | Piute","","8/9/1960","1960-08-09","1960-08-09","skull","[{""ID"":""26304965"",""SF"":"""",""PN"":""skull"",""LC"":""1"",""DP"":""in collection"",""CD"":""unchecked"",""BC"":"""",""CP"":"""",""RK"":"""",""PA"":[]}]","38.38611","-112.33722","11006323","1960","","unknown","Encumbered","","09","0000","<i>Lepus townsendii townsendii</i>","VERBATIMELEVATION: 11000","","unknown on 2016-10-24","08","","3352.8-3352.8","1","","2016-10-24","unverified","Former nature_of_id: legacy."
"http://creativecommons.org/publicdomain/zero/1.0/","DMNS:Mamm:4057","[]","Lepus townsendii campanius","1940-11-23","<i>Lepus townsendii campanius</i> (accepted ID) identified by Alfred M. Bailey on 1940-11-23; method: features Remark: Former nature_of_id: field.","voucher of <a href=""http://arctos.database.museum/name/Lepus townsendii campanius"">Lepus townsendii campanius</a> in <a href=""http://arctos.database.museum/publication/10009110"">Brown et al. 2019</a>","Alfred M. Bailey","collector number=RLL/F.176","","Alfred M. Bailey, Robert L. Landberg","","39.73833/-104.32278","collection","Meghan L. Truckey","2012-06-25","","","GeoLocate","GeoLocate","4913","World Geodetic System 1984","United States","Colorado","","Adams County","","","Strasburg","Strasburg, Adams Co., Colo.","","23 November 1940","1940-11-23","1940-11-23","skull; skin, study; skin, study sample","[{""ID"":""21876298"",""SF"":"""",""PN"":""skin, study"",""LC"":""1"",""DP"":""in collection"",""CD"":""very good"",""BC"":"""",""CP"":"""",""RK"":"""",""PA"":[]},{""ID"":""27136479"",""SF"":""21876298"",""PN"":""skin, study"",""LC"":""1"",""DP"":""subsampled"",""CD"":""very good"",""BC"":"""",""CP"":"""",""RK"":"""",""PA"":[]},{""ID"":""21876299"",""SF"":"""",""PN"":""skull"",""LC"":""1"",""DP"":""in collection"",""CD"":""very good"",""BC"":"""",""CP"":"""",""RK"":"""",""PA"":[]}]","39.73833","-104.32278","10358735","1940","","features","Encumbered","","23","1111","<i>Lepus townsendii campanius</i>","","","Meghan L. Truckey on 2012-06-25","11","","","1","wild caught","1940-11-23","unverified","Former nature_of_id: field."
"http://creativecommons.org/publicdomain/zero/1.0/","UMZM:Mamm:15911","[]","Lepus townsendii","2018-08-27","<i>Lepus townsendii</i> (accepted ID) identified by unknown on 2018-08-27; method: unknown Remark: Former nature_of_id: legacy.","","unknown","","","unknown","","","collection","unknown","2018-08-27","ESTABLISHMENTMEANS: native","","","","","","United States","Montana","","Beaverhead County","","","mouth of Axes Canyon","North America | United States | Montana | Beaverhead | Montana; Beaverhead Co.; mouth of Axes Canyon","unknown","26-Dec-74","1974-12-26","1974-12-26","skin; skull","[{""ID"":""28088829"",""SF"":"""",""PN"":""skin"",""LC"":""1"",""DP"":""in collection"",""CD"":""unchecked"",""BC"":"""",""CP"":"""",""RK"":"""",""PA"":[]},{""ID"":""28088828"",""SF"":"""",""PN"":""skull"",""LC"":""1"",""DP"":""in collection"",""CD"":""unchecked"",""BC"":"""",""CP"":"""",""RK"":"""",""PA"":[]}]","","","11233227","1974","","unknown","Encumbered","","26","0000","<i>Lepus townsendii</i>","","","unknown on 2018-08-27","12","DATA_ENTERED_BY: PSP; DATE_OF_PREPARATION: 12/26/1974","","1","unknown","2018-08-27","unverified","Former nature_of_id: legacy."
