type	modified	license	rightsholder	accessrights	bibliographiccitation	references	institutionid	collectionid	datasetid	institutioncode	collectioncode	datasetname	basisofrecord	informationwithheld	datageneralizations	dynamicproperties	occurrenceid	catalognumber	recordnumber	recordedby	individualcount	sex	lifestage	reproductivecondition	behavior	establishmentmeans	occurrencestatus	preparations	disposition	associatedmedia	associatedreferences	associatedsequences	associatedtaxa	othercatalognumbers	occurrenceremarks	organismid	organismname	organismscope	associatedoccurrences	associatedorganisms	previousidentifications	organismremarks	materialsampleid	eventid	fieldnumber	eventdate	eventtime	startdayofyear	enddayofyear	year	month	day	verbatimeventdate	habitat	samplingprotocol	samplingeffort	fieldnotes	eventremarks	locationid	highergeographyid	highergeography	continent	waterbody	islandgroup	island	country	countrycode	stateprovince	county	municipality	locality	verbatimlocality	minimumelevationinmeters	maximumelevationinmeters	verbatimelevation	minimumdepthinmeters	maximumdepthinmeters	verbatimdepth	minimumdistanceabovesurfaceinmeters	maximumdistanceabovesurfaceinmeters	locationaccordingto	locationremarks	decimallatitude	decimallongitude	geodeticdatum	coordinateuncertaintyinmeters	coordinateprecision	verbatimcoordinates	verbatimlatitude	verbatimlongitude	verbatimcoordinatesystem	verbatimsrs	footprintwkt	footprintsrs	georeferencedby	georeferenceddate	georeferenceprotocol	georeferencesources	georeferenceverificationstatus	georeferenceremarks	geologicalcontextid	earliesteonorlowesteonothem	latesteonorhighesteonothem	earliesteraorlowesterathem	latesteraorhighesterathem	earliestperiodorlowestsystem	latestperiodorhighestsystem	earliestepochorlowestseries	latestepochorhighestseries	earliestageorloweststage	latestageorhigheststage	lowestbiostratigraphiczone	highestbiostratigraphiczone	lithostratigraphicterms	group	formation	member	bed	identificationid	identificationqualifier	typestatus	identifiedby	dateidentified	identificationreferences	identificationverificationstatus	identificationremarks	scientificnameid	namepublishedinid	scientificname	acceptednameusage	originalnameusage	namepublishedin	namepublishedinyear	higherclassification	kingdom	phylum	class	order	family	genus	subgenus	specificepithet	infraspecificepithet	taxonrank	verbatimtaxonrank	scientificnameauthorship	vernacularname	nomenclaturalcode	taxonomicstatus	taxonremarks	lengthinmm	lengthtype	lengthunitsinferred	massing	massunitsinferred	underivedlifestage	underivedsex	dataset_url	dataset_citation	gbifdatasetid	gbifpublisherid	dataset_contact_email	dataset_contact	dataset_pubdate	lastindexed	migrator_version	hasmedia	hastissue	wascaptive	isfossil	isarch	vntype	haslength
PhysicalObject	2019-09-17 20:20:08.0	http://creativecommons.org/licenses/by-nc/3.0		http://vertnet.org/resources/norms.html	Denver Museum of Nature & Science. DMNS Mammal Collection (Arctos). Record ID: http://arctos.database.museum/guid/DMNS:Mamm:3138?seid=237748. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=dmns_mamm (source published on 2019-07-07)	http://arctos.database.museum/guid/DMNS:Mamm:3138	DMNS	45		DMNS	Mammal specimens		PreservedSpecimen			total length=592 mm; hind foot with claw=152 mm; tail length=88 mm; sex=recorded as unknown	http://arctos.database.museum/guid/DMNS:Mamm:3138?seid=237748	DMNS:Mamm:3138		Collector(s): W. W. Ireland	1	undetermined						skull; skin, study; skin, study sample								http://arctos.database.museum/guid/DMNS:Mamm:3138					<i>Lepus townsendii campanius</i> (accepted ID) identified by W. W. Ireland on 1938-02-01; method: field					1938-02-01		32	32	1938	02	01	1 February 1938								North America, United States, Colorado, Fremont County	North America				United States		Colorado	Fremont County		No specific locality recorded	Fremont Co., Colo. 8400 ft.	2560.32	2560.32							unknown														unknown				unverified																					A		W. W. Ireland	1938-02-01		field				Lepus townsendii campanius					Animalia; Chordata; Mammalia; Lagomorpha; Leporidae;	Animalia	Chordata	Mammalia	Lagomorpha	Leporidae	Lepus		townsendii	campanius	subspecies				ICZN			592	total length	0				recorded as unknown		Denver Museum of Nature & Science. DMNS Mammal Collection (Arctos). Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=dmns_mamm (source published on 2019-07-07)	5f3463d2-51b6-4a8a-b252-9bab4388934e	a2ef6dd1-8886-48c9-8025-c62bac973cc7	john.demboski@dmns.org	John Demboski	2019-07-07	2019-09-21	no migrator	0	0	0	0	0	specimen	1
PhysicalObject	2019-09-17 18:11:09.0	http://creativecommons.org/licenses/by-nc/3.0		http://vertnet.org/resources/norms.html	Denver Museum of Nature & Science. DMNS Mammal Collection (Arctos). Record ID: http://arctos.database.museum/guid/DMNS:Mamm:3146?seid=271521. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=dmns_mamm (source published on 2019-07-07)	http://arctos.database.museum/guid/DMNS:Mamm:3146	DMNS	45		DMNS	Mammal specimens		PreservedSpecimen			sex=male ; total length=608 mm; hind foot with claw=155 mm; tail length=99 mm	http://arctos.database.museum/guid/DMNS:Mamm:3146?seid=271521	DMNS:Mamm:3146		Collector(s): Cecil Waterman	1	male						skull; skin, study; skin, study sample								http://arctos.database.museum/guid/DMNS:Mamm:3146					<i>Lepus townsendii townsendii</i> (accepted ID) identified by Cecil Waterman on 1938-02-01; method: field					1938-02-01		32	32	1938	02	01	1 February 1938								North America, United States, Colorado, Grand County	North America				United States		Colorado	Grand County		No specific locality recorded	Grand Co., Colo.									unknown														unknown				unverified																					A		Cecil Waterman	1938-02-01		field				Lepus townsendii townsendii					Animalia; Chordata; Mammalia; Lagomorpha; Leporidae;	Animalia	Chordata	Mammalia	Lagomorpha	Leporidae	Lepus		townsendii	townsendii	subspecies				ICZN			608	total length	0				male		Denver Museum of Nature & Science. DMNS Mammal Collection (Arctos). Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=dmns_mamm (source published on 2019-07-07)	5f3463d2-51b6-4a8a-b252-9bab4388934e	a2ef6dd1-8886-48c9-8025-c62bac973cc7	john.demboski@dmns.org	John Demboski	2019-07-07	2019-09-21	no migrator	0	0	0	0	0	specimen	1
PhysicalObject	2019-09-17 03:48:30.0	http://creativecommons.org/licenses/by-nc/3.0		http://vertnet.org/resources/norms.html	Denver Museum of Nature & Science. DMNS Mammal Collection (Arctos). Record ID: http://arctos.database.museum/guid/DMNS:Mamm:3163?seid=1733748. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=dmns_mamm (source published on 2019-07-07)	http://arctos.database.museum/guid/DMNS:Mamm:3163	DMNS	45		DMNS	Mammal specimens		PreservedSpecimen			sex=male ; total length=612 mm; hind foot with claw=145 mm; tail length=102 mm	http://arctos.database.museum/guid/DMNS:Mamm:3163?seid=1733748	DMNS:Mamm:3163		Collector(s): J. M. Campbell	1	male						skull; skin, study; skin, study sample								http://arctos.database.museum/guid/DMNS:Mamm:3163					<i>Lepus townsendii townsendii</i> (accepted ID) identified by J. M. Campbell on 1938-02-04; method: field					1938-02-04		35	35	1938	02	04	4 February 1938								North America, United States, Colorado, Moffat County	North America				United States		Colorado	Moffat County		No specific locality recorded	Moffat Co., Colo.									unknown														unknown				unverified																					A		J. M. Campbell	1938-02-04		field				Lepus townsendii townsendii					Animalia; Chordata; Mammalia; Lagomorpha; Leporidae;	Animalia	Chordata	Mammalia	Lagomorpha	Leporidae	Lepus		townsendii	townsendii	subspecies				ICZN			612	total length	0				male		Denver Museum of Nature & Science. DMNS Mammal Collection (Arctos). Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=dmns_mamm (source published on 2019-07-07)	5f3463d2-51b6-4a8a-b252-9bab4388934e	a2ef6dd1-8886-48c9-8025-c62bac973cc7	john.demboski@dmns.org	John Demboski	2019-07-07	2019-09-21	no migrator	0	0	0	0	0	specimen	1
PhysicalObject	2019-08-22 21:43:31.0	http://creativecommons.org/licenses/by-nc/3.0		http://vertnet.org/resources/norms.html	Denver Museum of Nature & Science. DMNS Mammal Collection (Arctos). Record ID: http://arctos.database.museum/guid/DMNS:Mamm:6514?seid=1805352. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=dmns_mamm (source published on 2019-07-07)	http://arctos.database.museum/guid/DMNS:Mamm:6514	DMNS	45		DMNS	Mammal specimens		PreservedSpecimen			sex=female ; weight=8 lb; total length=23 in	http://arctos.database.museum/guid/DMNS:Mamm:6514?seid=1805352	DMNS:Mamm:6514		Collector(s): G. W. Grover	1	female						skeleton; skin, study							Color--Iris yellow. Dental formula: incisors, 2-2/1-1; canines, 0-0/0-0; pre-molars, 3-3/2-2; molars, 3-3/3-3=28.	http://arctos.database.museum/guid/DMNS:Mamm:6514					<i>Lepus townsendii campanius</i> (accepted ID) identified by G. W. Grover; method: expert					1930-01-01	1930-01-01/1940-12-31	1	1	1930	1	1	before 1941								no higher geography recorded	no higher geography recorded									no specific locality recorded	No verbatim locality recorded									unknown														unknown				unverified																					A		G. W. Grover			expert				Lepus townsendii campanius					Animalia; Chordata; Mammalia; Lagomorpha; Leporidae;	Animalia	Chordata	Mammalia	Lagomorpha	Leporidae	Lepus		townsendii	campanius	subspecies				ICZN			584	total length	0	3629	0		female		Denver Museum of Nature & Science. DMNS Mammal Collection (Arctos). Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=dmns_mamm (source published on 2019-07-07)	5f3463d2-51b6-4a8a-b252-9bab4388934e	a2ef6dd1-8886-48c9-8025-c62bac973cc7	john.demboski@dmns.org	John Demboski	2019-07-07	2019-09-21	no migrator	0	0	0	0	0	specimen	1
PhysicalObject	2016-3-17T19:46:07.000CMT	https://creativecommons.org/publicdomain/zero/1.0/	The Field Museum of Natural History	http://fieldmuseum.org/about/copyright-information	Field Museum of Natural History. Field Museum of Natural History (Zoology) Mammal Collection. Record ID: 4b972739-7f7f-4080-9eff-85cf91f646c8. Source: http://fmipt.fieldmuseum.org:8080/ipt/resource.do?r=fmnh_mammals (source published on 2017-10-18)	http://portal.vertnet.org/o/fmnh/mammals?id=4b972739-7f7f-4080-9eff-85cf91f646c8	FMNH	Mammals	mammals-05-feb-2019	FMNH	Mammals		PreservedSpecimen				4b972739-7f7f-4080-9eff-85cf91f646c8	21318		L. L. Pray		male														2520544									38050	1916-02-03		34	34	1916	2	3									North America, USA, Kansas, Nearctic	North America				USA		Kansas																																																													Lepus townsendii campanius					Animalia Chordata Mammalia Lagomorpha Leporidae	Animalia	Chordata	Mammalia	Lagomorpha	Leporidae	Lepus		townsendii															Male		Field Museum of Natural History. Field Museum of Natural History (Zoology) Mammal Collection. Source: http://fmipt.fieldmuseum.org:8080/ipt/resource.do?r=fmnh_mammals (source published on 2017-10-18)	41fc5c40-5e81-496f-9733-6b5681b3b7a5	7b8aff00-a9f8-11d8-944b-b8a03c50a862	sgrant@fieldmuseum.org	Sharon Grant	2017-10-18	2019-02-28	no migrator	0	0	0	0	0	specimen	0
PhysicalObject	2016-12-16T14:45:18.000CMT	https://creativecommons.org/publicdomain/zero/1.0/	The Field Museum of Natural History	http://fieldmuseum.org/about/copyright-information	Field Museum of Natural History. Field Museum of Natural History (Zoology) Mammal Collection. Record ID: 4d0c8c20-a4e1-4c02-be0b-5b2292cd60b2. Source: http://fmipt.fieldmuseum.org:8080/ipt/resource.do?r=fmnh_mammals (source published on 2017-10-18)	http://portal.vertnet.org/o/fmnh/mammals?id=4d0c8c20-a4e1-4c02-be0b-5b2292cd60b2	FMNH	Mammals	mammals-05-feb-2019	FMNH	Mammals		PreservedSpecimen				4d0c8c20-a4e1-4c02-be0b-5b2292cd60b2	7483	569	MacKay		male														2506818									12490	1900-12-12		346	346	1900	12	12									North America, Canada, Alberta, Nearctic: Pine Creek	North America				Canada		Alberta			Pine Creek																																																										Lepus townsendii campanius					Animalia Chordata Mammalia Lagomorpha Leporidae	Animalia	Chordata	Mammalia	Lagomorpha	Leporidae	Lepus		townsendii															Male		Field Museum of Natural History. Field Museum of Natural History (Zoology) Mammal Collection. Source: http://fmipt.fieldmuseum.org:8080/ipt/resource.do?r=fmnh_mammals (source published on 2017-10-18)	41fc5c40-5e81-496f-9733-6b5681b3b7a5	7b8aff00-a9f8-11d8-944b-b8a03c50a862	sgrant@fieldmuseum.org	Sharon Grant	2017-10-18	2019-02-28	no migrator	0	0	0	0	0	specimen	0
PhysicalObject	2016-3-18T09:50:03.000CMT	https://creativecommons.org/publicdomain/zero/1.0/	The Field Museum of Natural History	http://fieldmuseum.org/about/copyright-information	Field Museum of Natural History. Field Museum of Natural History (Zoology) Mammal Collection. Record ID: be36f103-74dd-4b5e-914b-4cc67cd7e055. Source: http://fmipt.fieldmuseum.org:8080/ipt/resource.do?r=fmnh_mammals (source published on 2017-10-18)	http://portal.vertnet.org/o/fmnh/mammals?id=be36f103-74dd-4b5e-914b-4cc67cd7e055	FMNH	Mammals	mammals-05-feb-2019	FMNH	Mammals		PreservedSpecimen				be36f103-74dd-4b5e-914b-4cc67cd7e055	51		Ward's Natural Science Establishment																2500050									16123	1885-01-27		27	27	1885	1	27									North America, USA, Kansas, Trego Co, Nearctic	North America				USA		Kansas	Trego Co																																																												Lepus townsendii campanius					Animalia Chordata Mammalia Lagomorpha Leporidae	Animalia	Chordata	Mammalia	Lagomorpha	Leporidae	Lepus		townsendii																	Field Museum of Natural History. Field Museum of Natural History (Zoology) Mammal Collection. Source: http://fmipt.fieldmuseum.org:8080/ipt/resource.do?r=fmnh_mammals (source published on 2017-10-18)	41fc5c40-5e81-496f-9733-6b5681b3b7a5	7b8aff00-a9f8-11d8-944b-b8a03c50a862	sgrant@fieldmuseum.org	Sharon Grant	2017-10-18	2019-02-28	no migrator	0	0	0	0	0	specimen	0
PhysicalObject	2016-3-17T21:39:09.000CMT	https://creativecommons.org/publicdomain/zero/1.0/	The Field Museum of Natural History	http://fieldmuseum.org/about/copyright-information	Field Museum of Natural History. Field Museum of Natural History (Zoology) Mammal Collection. Record ID: f36a7edf-8045-4004-9d20-a030fe475ea2. Source: http://fmipt.fieldmuseum.org:8080/ipt/resource.do?r=fmnh_mammals (source published on 2017-10-18)	http://portal.vertnet.org/o/fmnh/mammals?id=f36a7edf-8045-4004-9d20-a030fe475ea2	FMNH	Mammals	mammals-05-feb-2019	FMNH	Mammals		PreservedSpecimen				f36a7edf-8045-4004-9d20-a030fe475ea2	5463	11649	W. W. Granger		female														2504798									126328	1895-10-28		301	301	1895	10	28									North America, USA, Nebraska, Rock Co, Nearctic: Perch	North America				USA		Nebraska	Rock Co		Perch																																																										Lepus townsendii campanius					Animalia Chordata Mammalia Lagomorpha Leporidae	Animalia	Chordata	Mammalia	Lagomorpha	Leporidae	Lepus		townsendii															Female		Field Museum of Natural History. Field Museum of Natural History (Zoology) Mammal Collection. Source: http://fmipt.fieldmuseum.org:8080/ipt/resource.do?r=fmnh_mammals (source published on 2017-10-18)	41fc5c40-5e81-496f-9733-6b5681b3b7a5	7b8aff00-a9f8-11d8-944b-b8a03c50a862	sgrant@fieldmuseum.org	Sharon Grant	2017-10-18	2019-02-28	no migrator	0	0	0	0	0	specimen	0
PhysicalObject	2017-06-12	https://creativecommons.org/publicdomain/zero/1.0/		http://vertnet.org/resources/norms.html	Humboldt State University. HSU Vertebrate Museum Mammals Collection. Record ID: urn:catalog:HSU:VertebrateMammals:3446. Source: http://ipt.vertnet.org:8080/ipt/resource?r=hsu_vertebrate_mammals (source published on 2017-01-05)	http://portal.vertnet.org/o/hsu/vertebratemammals?id=urn-catalog-hsu-vertebratemammals-3446	http://grbio.org/cool/sdjg-dida			HSU	VertebrateMammals		PreservedSpecimen			{"measurements":"590-85-150-115=?" }	urn:catalog:HSU:VertebrateMammals:3446	3446		T.E. LAWLOR #1897		male					present	SSKU							PHALLUS										TEL 1897	1979-07-28		209	209	1979	7	28	28-Jul-1979	SAGEBRUSH SCRUB							N. America | USA | CA | Mono |  |  |  |	North America				United States	US	California	Mono		1/2 MI. (BY ROAD) W BODIE	N. America | USA | CA | Mono | 1/2 MI. (BY ROAD) W BODIE																																																									Lepus townsendii					Lagomorpha | Leporidae | Lepus	Animalia	Chordata	Mammalia	Lagomorpha	Leporidae	Lepus		townsendii		species				ICZN			590	total length	1				male		Humboldt State University. HSU Vertebrate Museum Mammals Collection. Source: http://ipt.vertnet.org:8080/ipt/resource?r=hsu_vertebrate_mammals (source published on 2017-01-05)	62f37aae-c69a-422f-ad23-32bd92454806	c10e9f64-38b0-4cb9-98d3-92b82cb7256a	thorvald.holmes@humboldt.edu	Thor Holmes	2017-01-05	2017-07-13	2016-10-19	0	0	0	0		specimen	1
PhysicalObject	2017-06-12	https://creativecommons.org/publicdomain/zero/1.0/		http://vertnet.org/resources/norms.html	Humboldt State University. HSU Vertebrate Museum Mammals Collection. Record ID: urn:catalog:HSU:VertebrateMammals:3538. Source: http://ipt.vertnet.org:8080/ipt/resource?r=hsu_vertebrate_mammals (source published on 2017-01-05)	http://portal.vertnet.org/o/hsu/vertebratemammals?id=urn-catalog-hsu-vertebratemammals-3538	http://grbio.org/cool/sdjg-dida			HSU	VertebrateMammals		PreservedSpecimen			{"measurements":"580-60-162-120=N/D" }	urn:catalog:HSU:VertebrateMammals:3538	3538		S.A. SMITH #22		male					present	SSKU							PHALLUS										SAS 22	1979-07-29		210	210	1979	7	29	29-Jul-1979	GRASS MEADOW, WHITEBARK PINE-LODGEPOLE PINE							N. America | USA | CA | Mono |  |  |  |	North America				United States	US	California	Mono		8 MI. W LEE VINING, T1N, R25E, SEC18	N. America | USA | CA | Mono | 8 MI. W LEE VINING, T1N, R25E, SEC18																																																									Lepus townsendii					Lagomorpha | Leporidae | Lepus	Animalia	Chordata	Mammalia	Lagomorpha	Leporidae	Lepus		townsendii		species				ICZN			580	total length	1				male		Humboldt State University. HSU Vertebrate Museum Mammals Collection. Source: http://ipt.vertnet.org:8080/ipt/resource?r=hsu_vertebrate_mammals (source published on 2017-01-05)	62f37aae-c69a-422f-ad23-32bd92454806	c10e9f64-38b0-4cb9-98d3-92b82cb7256a	thorvald.holmes@humboldt.edu	Thor Holmes	2017-01-05	2017-07-13	2016-10-19	0	0	0	0		specimen	1
PhysicalObject	2017-06-12	https://creativecommons.org/publicdomain/zero/1.0/		http://vertnet.org/resources/norms.html	Humboldt State University. HSU Vertebrate Museum Mammals Collection. Record ID: urn:catalog:HSU:VertebrateMammals:4387. Source: http://ipt.vertnet.org:8080/ipt/resource?r=hsu_vertebrate_mammals (source published on 2017-01-05)	http://portal.vertnet.org/o/hsu/vertebratemammals?id=urn-catalog-hsu-vertebratemammals-4387	http://grbio.org/cool/sdjg-dida			HSU	VertebrateMammals		PreservedSpecimen			{"measurements":"617-107-123-115=3500g" }	urn:catalog:HSU:VertebrateMammals:4387	4387		WL GANNON		female					present	skeleton																	WLG199	1985-08-08		220	220	1985	8	8	8-Aug-1985								| USA | MT | Cascade |  |  |  |	North America				United States	US	Montana	Cascade		DANA RANCH, 20 MI SSE CASCADE	USA | MT | Cascade | DANA RANCH, 20 MI SSE CASCADE																																																									Lepus townsendii					Lagomorpha | Leporidae | Lepus	Animalia	Chordata	Mammalia	Lagomorpha	Leporidae	Lepus		townsendii		species				ICZN			617	total length	1	3500	0		female		Humboldt State University. HSU Vertebrate Museum Mammals Collection. Source: http://ipt.vertnet.org:8080/ipt/resource?r=hsu_vertebrate_mammals (source published on 2017-01-05)	62f37aae-c69a-422f-ad23-32bd92454806	c10e9f64-38b0-4cb9-98d3-92b82cb7256a	thorvald.holmes@humboldt.edu	Thor Holmes	2017-01-05	2017-07-13	2016-10-19	0	0	0	0		specimen	1
PhysicalObject	2017-11-20	CC0		http://vertnet.org/resources/norms.html	Humboldt State University. HSU Wildlife Mammals. Record ID: urn:catalog:HSU:WildlifeMammals:541. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=hsu_wildlife_mammals (source published on 2018-01-18)	http://portal.vertnet.org/o/hsu/wildlifemammals?id=urn-catalog-hsu-wildlifemammals-541	http://grbio.org/cool/jaci-3nzp			HSU	WildlifeMammals		PreservedSpecimen				urn:catalog:HSU:WildlifeMammals:541	541		D. Houston							present	skin																		1963-02-26		57	57	1963	2	26	1963-02-26								North America | United States | Wyoming | Albany |  |  |  |	North America				United States	US	Wyoming	Albany		Laramie	North America | United States | Wyoming | Albany | Laramie																																																									Lepus townsendii					Mammalia | Lagomorpha | Leporidae | Lepus	Animalia	Chordata	Mammalia	Lagomorpha	Leporidae	Lepus		townsendii		species			white-tailed jack rabbit	ICZN											Humboldt State University. HSU Wildlife Mammals. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=hsu_wildlife_mammals (source published on 2018-01-18)	41a910f3-db13-4520-a3b2-199edb4a32ea	c10e9f64-38b0-4cb9-98d3-92b82cb7256a	tamar.danufsky@humboldt.edu	Tamar Danufsky	2018-01-18	2018-02-03	2016-04-13	0	0	0	0		specimen	0
PhysicalObject	2015-07-07 14:01:14.0	CC0		http://vertnet.org/resources/norms.html	Illinois State Museum. ISM Mammalogy Collection. Record ID: 0c4832d8-5ed5-49a5-9da1-9da93105d65b. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=ism_mammals (source published on 2016-10-31)	http://portal.vertnet.org/o/ism/ism-mammals?id=0c4832d8-5ed5-49a5-9da1-9da93105d65b	http://biocol.org/urn:lsid:biocol.org:col:35004			ISM	ISM-Mammals		PreservedSpecimen				0c4832d8-5ed5-49a5-9da1-9da93105d65b	688935		Carr; Purdue							present	skeleton																	R 388	1979-04-04		94	94	1979	4	4	4 Apr 1979								North America | United States | Wyoming |  |  |  |  |	North America				United States	US	Wyoming			No Specific Locality	North America | United States | Wyoming																																																									Lepus townsendii					Animalia | Chordata | Mammalia | Lagomorpha | Leporidae | Lepus	Animalia	Chordata	Mammalia	Lagomorpha	Leporidae	Lepus		townsendii		species				ICZN											Illinois State Museum. ISM Mammalogy Collection. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=ism_mammals (source published on 2016-10-31)	07e9980a-a9f6-4a35-9df6-26371459e570	b0e368b3-da4b-45ff-8d24-12ffd422bc38	mjmahoney@museum.state.il.us	Meredith Mahoney	2016-10-31	2016-11-07	2016-09-27	0	0	0	0		specimen	0
PhysicalObject	2015-07-07 16:45:22.0	CC0		http://vertnet.org/resources/norms.html	Illinois State Museum. ISM Mammalogy Collection. Record ID: 157b2baf-1616-4f47-bbeb-dcec8e7c3860. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=ism_mammals (source published on 2016-10-31)	http://portal.vertnet.org/o/ism/ism-mammals?id=157b2baf-1616-4f47-bbeb-dcec8e7c3860	http://biocol.org/urn:lsid:biocol.org:col:35004			ISM	ISM-Mammals		PreservedSpecimen				157b2baf-1616-4f47-bbeb-dcec8e7c3860	687761		Watt, Kay							present	skeleton																	R 339	1978-09-08		251	251	1978	9	8	8 Sep 1978								North America | United States | Montana | Roosevelt |  |  |  |	North America				United States	US	Montana	Roosevelt		3 mi W Bainville	North America | United States | Montana | Roosevelt																																																									Lepus townsendii					Animalia | Chordata | Mammalia | Lagomorpha | Leporidae | Lepus	Animalia	Chordata	Mammalia	Lagomorpha	Leporidae	Lepus		townsendii		species				ICZN											Illinois State Museum. ISM Mammalogy Collection. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=ism_mammals (source published on 2016-10-31)	07e9980a-a9f6-4a35-9df6-26371459e570	b0e368b3-da4b-45ff-8d24-12ffd422bc38	mjmahoney@museum.state.il.us	Meredith Mahoney	2016-10-31	2016-11-07	2016-09-27	0	0	0	0		specimen	0
PhysicalObject	2015-07-13 10:52:15.0	CC0		http://vertnet.org/resources/norms.html	Illinois State Museum. ISM Mammalogy Collection. Record ID: 2dd2b0f7-57ca-48cb-bd28-97915a442305. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=ism_mammals (source published on 2016-10-31)	http://portal.vertnet.org/o/ism/ism-mammals?id=2dd2b0f7-57ca-48cb-bd28-97915a442305	http://biocol.org/urn:lsid:biocol.org:col:35004			ISM	ISM-Mammals		PreservedSpecimen				2dd2b0f7-57ca-48cb-bd28-97915a442305	688961		Carr; Purdue							present	skeleton																	R 408	1979-04-04		94	94	1979	4	4	4 Apr 1979								North America | United States | Wyoming |  |  |  |  |	North America				United States	US	Wyoming			No Specific Locality	North America | United States | Wyoming																																																									Lepus townsendii					Animalia | Chordata | Mammalia | Lagomorpha | Leporidae | Lepus	Animalia	Chordata	Mammalia	Lagomorpha	Leporidae	Lepus		townsendii		species				ICZN											Illinois State Museum. ISM Mammalogy Collection. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=ism_mammals (source published on 2016-10-31)	07e9980a-a9f6-4a35-9df6-26371459e570	b0e368b3-da4b-45ff-8d24-12ffd422bc38	mjmahoney@museum.state.il.us	Meredith Mahoney	2016-10-31	2016-11-07	2016-09-27	0	0	0	0		specimen	0
PhysicalObject	2015-07-07 16:44:59.0	CC0		http://vertnet.org/resources/norms.html	Illinois State Museum. ISM Mammalogy Collection. Record ID: 32665dc1-3669-4839-aaa3-7576c8ac14ea. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=ism_mammals (source published on 2016-10-31)	http://portal.vertnet.org/o/ism/ism-mammals?id=32665dc1-3669-4839-aaa3-7576c8ac14ea	http://biocol.org/urn:lsid:biocol.org:col:35004			ISM	ISM-Mammals		PreservedSpecimen				32665dc1-3669-4839-aaa3-7576c8ac14ea	687756		Purdue							present	skeleton																	R 346	1978-09-09		252	252	1978	9	9	9 Sep 1978								North America | United States | North Dakota | Benson |  |  |  |	North America				United States	US	North Dakota	Benson		10 mi W Leeds	North America | United States | North Dakota | Benson																																																									Lepus townsendii					Animalia | Chordata | Mammalia | Lagomorpha | Leporidae | Lepus	Animalia	Chordata	Mammalia	Lagomorpha	Leporidae	Lepus		townsendii		species				ICZN											Illinois State Museum. ISM Mammalogy Collection. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=ism_mammals (source published on 2016-10-31)	07e9980a-a9f6-4a35-9df6-26371459e570	b0e368b3-da4b-45ff-8d24-12ffd422bc38	mjmahoney@museum.state.il.us	Meredith Mahoney	2016-10-31	2016-11-07	2016-09-27	0	0	0	0		specimen	0
PhysicalObject	2015-07-13 10:52:40.0	CC0		http://vertnet.org/resources/norms.html	Illinois State Museum. ISM Mammalogy Collection. Record ID: 3d9d13ca-2d4e-4a03-b2ed-1f6e0c4779d9. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=ism_mammals (source published on 2016-10-31)	http://portal.vertnet.org/o/ism/ism-mammals?id=3d9d13ca-2d4e-4a03-b2ed-1f6e0c4779d9	http://biocol.org/urn:lsid:biocol.org:col:35004			ISM	ISM-Mammals		PreservedSpecimen				3d9d13ca-2d4e-4a03-b2ed-1f6e0c4779d9	688967		Carr; Purdue							present	skeleton																	R 385	1979-04-04		94	94	1979	4	4	4 Apr 1979.198								North America | United States | Wyoming |  |  |  |  |	North America				United States	US	Wyoming			No Specific Locality	North America | United States | Wyoming																																																									Lepus townsendii					Animalia | Chordata | Mammalia | Lagomorpha | Leporidae | Lepus	Animalia	Chordata	Mammalia	Lagomorpha	Leporidae	Lepus		townsendii		species				ICZN											Illinois State Museum. ISM Mammalogy Collection. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=ism_mammals (source published on 2016-10-31)	07e9980a-a9f6-4a35-9df6-26371459e570	b0e368b3-da4b-45ff-8d24-12ffd422bc38	mjmahoney@museum.state.il.us	Meredith Mahoney	2016-10-31	2016-11-07	2016-09-27	0	0	0	0		specimen	0
